artist,song,duration_ms,year,top half,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,explicit,explicity binary
Ying Yang Twins,Wait (The Whisper Song),179160,2005,1,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,"hip hop, pop",True,1
Will Smith,Switch,197666,2020,0,0.873,0.9,5,-4.325,0,0.18,0.0107,0.000502,0.556,0.478,102.516,"hip hop, pop",False,0
Bow Wow,Like You (feat. Ciara),205840,2005,1,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,"hip hop, pop, R&B",False,0
Kaiser Chiefs,Everyday I Love You Less And Less,217706,2005,1,0.49,0.956,1,-4.556,0,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,rock,False,0
Kelly Clarkson,Behind These Hazel Eyes,198973,2004,1,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B",False,0
Black Eyed Peas,Don't Lie,219000,2005,1,0.662,0.785,9,-5.299,1,0.186,0.16,0.0,0.0784,0.604,89.885,"hip hop, pop",False,0
Westlife,You Raise Me Up,241066,2005,0,0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048,pop,False,0
Ray J,One Wish,337640,2005,1,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,"hip hop, pop, R&B",False,0
Papa Roach,Scars,208199,2004,1,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,"rock, metal",False,0
Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,2006,1,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,rock,False,0
Shayne Ward,That's My Goal,219600,2006,0,0.286,0.508,2,-5.966,1,0.0336,0.372,0.0,0.27,0.14,68.637,pop,False,0
Bow Wow,Let Me Hold You (feat. Omarion),248493,2005,1,0.815,0.662,6,-8.244,1,0.199,0.0915,0.000409,0.0898,0.611,151.518,"hip hop, pop, R&B",False,0
Kaiser Chiefs,I Predict A Riot,233186,2005,1,0.395,0.979,8,-3.241,1,0.0766,0.0243,0.0,0.12,0.41,158.842,rock,False,0
Usher,Caught Up,224640,2004,1,0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,"hip hop, pop, R&B",False,0
Kelly Clarkson,Because of You,219493,2004,1,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,"pop, R&B",False,0
3 Doors Down,Let Me Go,243053,2012,0,0.478,0.863,1,-4.914,0,0.0387,0.0181,0.0,0.111,0.491,92.004,"pop, rock, metal",False,0
Nickelback,Photograph,258920,2005,1,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,"rock, metal",False,0
T-Pain,I'm Sprung,231040,2005,0,0.722,0.329,0,-11.617,0,0.108,0.088,0.0,0.081,0.166,99.991,"hip hop, pop, R&B",False,0
Destiny's Child,Cater 2 U,245400,2004,1,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,"pop, R&B",False,0
The Pussycat Dolls,Stickwitu,207506,2005,1,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B",False,0
Ryan Cabrera,TRUE,204173,2004,1,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,pop,False,0
Stereophonics,Dakota,297426,2005,1,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,"rock, pop",False,0
Eminem,Like Toy Soldiers,296880,2004,1,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop,True,1
Nelly,Over And Over,253933,2004,1,0.644,0.517,7,-10.02,1,0.0803,0.0065,1.37e-06,0.158,0.464,169.799,"hip hop, pop, R&B",True,1
Coldplay,Speed of Sound,287906,2005,1,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"rock, pop",False,0
KT Tunstall,Suddenly I See,201706,2005,1,0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,"World/Traditional, pop, Folk/Acoustic",False,0
Destiny's Child,Girl,224146,2004,1,0.567,0.747,6,-6.019,0,0.105,0.31,0.0,0.04,0.556,89.036,"pop, R&B",False,0
Kelly Clarkson,Since U Been Gone,188960,2004,1,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,"pop, R&B",False,0
U2,Sometimes You Can't Make It On Your Own,305080,2004,1,0.53,0.597,2,-5.652,1,0.0247,0.00275,0.473,0.105,0.346,96.0,"World/Traditional, rock",False,0
The All-American Rejects,Dirty Little Secret,193653,2005,1,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop",False,0
Toby Keith,As Good As I Once Was,227840,2005,1,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,country,False,0
Gwen Stefani,Cool,189333,2004,1,0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,"pop, R&B",False,0
Foo Fighters,Best of You,255626,2005,1,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,"rock, metal",False,0
Shakira,Hips Don't Lie (feat. Wyclef Jean),218093,2005,1,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,"pop, latin",False,0
Sean Paul,Temperature,218573,2005,1,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,"hip hop, pop",False,0
Justin Timberlake,SexyBack (feat. Timbaland),242733,2006,1,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,pop,True,1
Beyoncé,Irreplaceable,227853,2007,1,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,"pop, R&B",False,0
Amy Winehouse,Rehab,214946,2006,1,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,R&B,False,0
Rihanna,SOS,238920,2006,1,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,"hip hop, pop, R&B",False,0
Gnarls Barkley,Crazy,177466,2006,1,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,"hip hop, R&B",False,0
Busta Rhymes,Touch It,214960,2006,1,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,"hip hop, pop",True,1
Nelly Furtado,Maneater,258893,2006,1,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,"hip hop, pop, latin",False,0
Bob Sinclar,Rock This Party - Everybody Dance Now,245466,2006,1,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,"pop, Dance/Electronic",False,0
Diddy,Come to Me (feat. Nicole Scherzinger),276786,2006,1,0.819,0.485,6,-6.45,0,0.0756,0.0176,0.0,0.658,0.386,96.998,"hip hop, pop",True,1
Madonna,Sorry,281880,2005,1,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,pop,False,0
Chamillionaire,Ridin',303053,2005,1,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,"hip hop, pop",True,1
Black Eyed Peas,Pump It,213066,2005,1,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,"hip hop, pop",False,0
Nelly Furtado,Promiscuous,242293,2006,1,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,"hip hop, pop, latin",False,0
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150533,2015,0,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919,"pop, Dance/Electronic",False,0
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,2006,1,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,"hip hop, pop",False,0
The Pussycat Dolls,Buttons,225560,2005,1,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.477,210.851,"pop, R&B",False,0
Ciara,Get Up (feat. Chamillionaire),261880,2006,1,0.964,0.595,1,-6.887,0,0.109,0.0248,5.14e-06,0.0405,0.629,128.593,"pop, R&B",False,0
Eminem,Shake That,274440,2005,1,0.963,0.643,1,-5.785,0,0.117,0.0507,4.94e-05,0.157,0.534,107.005,hip hop,True,1
Cherish,Do It To It,226293,2006,1,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,"hip hop, pop, R&B",False,0
Muse,Supermassive Black Hole,212439,2006,1,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,rock,False,0
Chris Brown,Gimme That,186826,2005,1,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,"hip hop, pop, R&B",False,0
Infernal,From Paris to Berlin,209666,2004,1,0.741,0.869,9,-6.534,0,0.0816,0.096,0.0,0.0396,0.839,126.069,pop,False,0
Cassie,Me & U,192213,2006,1,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,"pop, R&B",False,0
E-40,U and Dat (feat. T. Pain & Kandi Girl),202720,2006,1,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,"hip hop, pop",True,1
The Pussycat Dolls,Beep,229360,2005,1,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,"pop, R&B",False,0
Lil Jon,Snap Yo Fingers,274386,2006,1,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,"hip hop, pop",False,0
Armand Van Helden,My My My - Radio Edit,190000,2006,0,0.678,0.768,7,-8.502,1,0.137,0.0195,0.00866,0.0322,0.758,127.51,"pop, Dance/Electronic",False,0
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,2005,1,0.833,0.628,2,-7.041,1,0.141,0.0949,1.6e-06,0.282,0.645,106.328,hip hop,True,1
Yung Joc,It's Goin' Down (feat. Nitti),241840,2006,1,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,"hip hop, pop",True,1
Shayne Ward,No Promises,223066,2006,0,0.5,0.498,4,-6.087,1,0.026,0.527,0.0,0.123,0.182,79.798,pop,False,0
Justin Timberlake,My Love (feat. T.I.),276160,2006,1,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,pop,False,0
Nickelback,Savin' Me,219320,2005,1,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,"rock, metal",False,0
Nelly,Grillz,271160,2005,1,0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996,"hip hop, pop, R&B",False,0
Take That,Patience,202066,2006,1,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop,False,0
Fergie,London Bridge,241306,2006,1,0.769,0.609,1,-5.894,1,0.357,0.216,0.0,0.166,0.633,90.951,"pop, R&B",True,1
Cascada,Everytime We Touch - Radio Edit,199120,2011,0,0.64,0.977,8,-5.369,1,0.0555,0.00461,1.68e-05,0.371,0.493,142.019,"hip hop, pop, Dance/Electronic",False,0
D4L,Laffy Taffy,224253,2005,1,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,"hip hop, pop",True,1
LL Cool J,Control Myself,233973,2006,0,0.825,0.876,10,-6.556,0,0.211,0.00928,1.2e-05,0.205,0.48,120.066,"hip hop, pop, R&B",False,0
Beyoncé,Deja Vu (feat. Jay-Z),240280,2007,1,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,"pop, R&B",False,0
P!nk,Stupid Girls,197173,2006,0,0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,pop,True,1
Eminem,When I'm Gone,281320,2005,1,0.618,0.746,10,-5.476,0,0.352,0.0553,0.0,0.273,0.75,75.272,hip hop,True,1
Kelis,Bossy,273973,2006,0,0.906,0.633,4,-5.316,1,0.19,0.000182,8.34e-06,0.058,0.779,84.021,"pop, R&B, Dance/Electronic",False,0
Bob Sinclar,Love Generation - Radio Edit,207613,2005,0,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,"pop, Dance/Electronic",False,0
Meck,Thunder in My Heart Again (Radio Edit),189800,2005,0,0.679,0.922,2,-4.67,0,0.0294,0.000241,0.69,0.0697,0.806,129.016,set(),False,0
Mary J. Blige,Be Without You - Kendu Mix,246333,2005,1,0.726,0.7,2,-5.881,0,0.0998,0.0717,0.0,0.262,0.673,146.559,"pop, R&B",True,1
Girls Aloud,Something Kinda Ooooh,201590,2012,0,0.681,0.908,11,-3.918,0,0.0473,0.0232,0.0,0.355,0.879,131.925,"pop, Dance/Electronic",False,0
Rihanna,Unfaithful,226973,2006,1,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,"hip hop, pop, R&B",False,0
Kanye West,Touch The Sky,236600,2005,1,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,hip hop,True,1
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",229813,2006,1,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,"hip hop, pop",True,1
Evanescence,Call Me When You're Sober,214706,2006,1,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,metal,False,0
Chingy,Pullin' Me Back,234133,2006,1,0.786,0.511,7,-6.66,1,0.286,0.0825,0.0,0.12,0.587,80.0,"hip hop, pop, R&B",True,1
Nickelback,Far Away,238173,2005,1,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918,"rock, metal",False,0
Fall Out Boy,"Dance, Dance",180266,2005,1,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,rock,False,0
Leona Lewis,A Moment Like This,257293,2007,1,0.261,0.562,8,-3.667,1,0.0301,0.423,7.54e-06,0.131,0.167,70.543,"pop, R&B",False,0
T.I.,What You Know,274333,2006,1,0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464,"hip hop, pop",True,1
Ludacris,Money Maker,230613,2006,1,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,"hip hop, pop",True,1
Nick Lachey,What's Left Of Me,244613,2006,0,0.42,0.742,7,-5.665,1,0.0375,0.142,0.0,0.145,0.294,149.965,pop,False,0
Jibbs,Chain Hang Low,207586,2006,1,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,"hip hop, pop",True,1
Arctic Monkeys,When The Sun Goes Down,202133,2006,1,0.348,0.875,11,-4.758,0,0.199,0.0341,0.0,0.117,0.407,169.152,rock,True,1
Rascal Flatts,Life is a Highway,276773,2006,0,0.561,0.936,5,-5.409,1,0.0613,0.00185,0.0,0.102,0.594,103.055,country,False,0
Beyoncé,Check On It (feat. Slim Thug),211186,2006,0,0.7,0.887,7,-3.887,1,0.218,0.0805,0.0,0.376,0.883,166.104,"pop, R&B",False,0
Keyshia Cole,Love,255333,2005,1,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,"hip hop, pop, R&B",False,0
Lily Allen,Smile,196893,2006,1,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506,pop,True,1
Ne-Yo,Sexy Love,220853,2006,1,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,"pop, R&B",False,0
JoJo,Too Little Too Late,223680,2006,0,0.535,0.823,6,-5.338,0,0.0431,0.0113,3.88e-06,0.146,0.685,83.001,"hip hop, pop, R&B",False,0
Mary J. Blige,One,260466,2005,1,0.344,0.874,0,-3.161,1,0.0777,0.0841,0.0,0.129,0.269,185.888,"pop, R&B",False,0
Bubba Sparxxx,Ms. New Booty,252653,2005,1,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,"hip hop, pop, country",True,1
Amy Winehouse,You Know I'm No Good,256946,2006,1,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,R&B,False,0
Rascal Flatts,What Hurts The Most,214106,2006,1,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,country,False,0
Red Hot Chili Peppers,Dani California,282160,2006,1,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,rock,False,0
Scissor Sisters,I Don't Feel Like Dancin',288360,2006,1,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,"pop, rock, Dance/Electronic",False,0
Ne-Yo,So Sick,207186,2006,1,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,"pop, R&B",False,0
Hinder,Lips Of An Angel,261053,2019,0,0.474,0.744,2,-5.386,1,0.0341,0.0208,1.22e-06,0.209,0.238,129.005,"pop, rock, metal",False,0
The Raconteurs,"Steady, As She Goes",215266,2006,1,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,rock,False,0
The Fratellis,Chelsea Dagger,215306,2006,1,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,rock,False,0
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,2005,0,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,"hip hop, pop, rock",True,1
The Pussycat Dolls,Stickwitu,207506,2005,1,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918,"pop, R&B",False,0
Panic! At The Disco,I Write Sins Not Tragedies,185586,2005,1,0.566,0.815,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961,rock,False,0
James Blunt,Goodbye My Lover,258653,2005,1,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop,False,0
Christina Aguilera,Ain't No Other Man,228906,2006,1,0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,pop,False,0
Westlife,The Rose,219106,2006,0,0.272,0.203,9,-9.706,1,0.0294,0.784,0.0,0.0805,0.172,109.581,pop,False,0
Keane,Is It Any Wonder?,186173,2006,1,0.489,0.955,11,-2.771,0,0.0363,3.82e-05,0.000178,0.334,0.816,129.352,pop,False,0
Orson,No Tomorrow,167493,2006,0,0.656,0.624,3,-4.623,0,0.0691,0.0065,0.0,0.278,0.735,124.082,pop,False,0
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,2005,0,0.731,0.368,8,-10.38,1,0.0688,0.00544,0.0,0.193,0.512,145.171,"hip hop, pop, R&B",True,1
KT Tunstall,Black Horse And The Cherry Tree,172373,2005,1,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,"World/Traditional, pop, Folk/Acoustic",False,0
Natasha Bedingfield,Unwritten,259333,2004,0,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,pop,False,0
Razorlight,America,249760,2006,1,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,"rock, pop",False,0
James Morrison,You Give Me Something,213173,2006,1,0.559,0.688,7,-6.496,1,0.114,0.216,0.0,0.0855,0.578,79.753,"pop, R&B",False,0
Snow Patrol,You're All I Have,273333,2006,0,0.467,0.921,2,-4.554,1,0.045,5.48e-05,0.0566,0.176,0.501,132.013,"World/Traditional, rock, pop",False,0
The Fray,How to Save a Life,262533,2005,1,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,pop,False,0
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,2006,1,0.7,0.465,4,-6.815,1,0.358,0.544,0.0,0.606,0.719,108.102,"World/Traditional, pop",False,0
My Chemical Romance,Welcome to the Black Parade,311106,2006,1,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,rock,False,0
Razorlight,In The Morning,222453,2006,1,0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191,"rock, pop",False,0
The All-American Rejects,Dirty Little Secret,193653,2005,1,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,"rock, pop",False,0
James Morrison,Wonderful World,210066,2006,0,0.474,0.71,1,-4.606,1,0.029,0.0548,0.0,0.0974,0.591,78.969,"pop, R&B",False,0
Chris Brown,Yo (Excuse Me Miss),229040,2005,1,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,"hip hop, pop, R&B",False,0
P!nk,Who Knew,208493,2006,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,pop,False,0
The Kooks,Naive,203506,2006,1,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,rock,False,0
Leona Lewis,Bleeding Love,262466,2007,1,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,"pop, R&B",False,0
Rihanna,Umbrella,275986,2008,1,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,"hip hop, pop, R&B",False,0
Britney Spears,Gimme More,251240,2007,1,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop,False,0
Fergie,Big Girls Don't Cry (Personal),268120,2006,1,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,"pop, R&B",False,0
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,2007,0,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828,pop,False,0
Plain White T's,Hey There Delilah,232533,2005,1,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,pop,False,0
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,2006,1,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,pop,False,0
Gwen Stefani,The Sweet Escape,246466,2006,1,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,"pop, R&B",False,0
Timbaland,The Way I Are,179120,2007,1,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,"hip hop, pop, R&B",False,0
Nelly Furtado,Say It Right,223080,2006,1,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,"hip hop, pop, latin",False,0
Ida Corr,Let Me Think About It,151973,2012,0,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,set(),False,0
Alex Gaudino,Destination Calabria - Radio Edit,223111,2007,1,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,Dance/Electronic,False,0
September,Cry for You,209800,2007,1,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,"pop, Dance/Electronic",False,0
Akon,Smack That,212360,2006,1,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,pop,True,1
Timbaland,Give It To Me,234026,2007,1,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,"hip hop, pop, R&B",True,1
50 Cent,Ayo Technology,247946,2007,1,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,"hip hop, pop",True,1
Eric Prydz,Proper Education - Radio Edit,198567,2007,0,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938,"pop, Dance/Electronic",False,0
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,2015,0,0.827,0.931,7,-4.474,1,0.202,0.0153,0.21,0.0992,0.491,127.995,"pop, Dance/Electronic",False,0
Ciara,Like a Boy,237053,2006,1,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035,"pop, R&B",False,0
Kanye West,Stronger,311866,2007,0,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,hip hop,True,1
Beyoncé,Beautiful Liar,199853,2007,1,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,"pop, R&B",False,0
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,2007,1,0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702,"hip hop, pop",False,0
Akon,I Wanna Love You,247066,2006,0,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,pop,True,1
Soulja Boy,Crank That (Soulja Boy),221933,2007,1,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,"hip hop, pop",False,0
Fat Joe,Make It Rain,247413,2006,1,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28,"hip hop, pop",True,1
P!nk,U + Ur Hand,214386,2006,0,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,pop,True,1
Rihanna,Shut Up And Drive,212280,2008,1,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,"hip hop, pop, R&B",False,0
Lloyd,Get It Shawty,209533,2007,1,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,"hip hop, pop, R&B",False,0
Kanye West,Can't Tell Me Nothing,271600,2007,0,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,hip hop,True,1
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,152333,2006,0,0.847,0.861,6,-6.632,1,0.0603,0.278,0.029,0.0626,0.724,127.894,set(),False,0
Linkin Park,What I've Done,205613,2007,1,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,"rock, metal",False,0
Keyshia Cole,Last Night,255706,2007,1,0.918,0.857,3,-5.032,0,0.0623,0.166,0.0003,0.0855,0.972,121.006,"hip hop, pop, R&B",False,0
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,1,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,"hip hop, pop, R&B",False,0
Shop Boyz,Party Like A Rock Star,253400,2007,1,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972,"hip hop, pop",True,1
Finger Eleven,Paralyzer,208106,2007,1,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,"rock, metal",False,0
Justin Timberlake,Summer Love,252973,2006,1,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,pop,False,0
MiMS,This Is Why I'm Hot,253706,2007,1,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,"hip hop, pop",True,1
Fabolous,Make Me Better,253573,2007,1,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491,"hip hop, pop, R&B",True,1
Seether,Fake It,193893,2007,1,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,"rock, metal",True,1
Take That,Patience,202066,2006,1,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,pop,False,0
